"Area Name-Legal/Statistical Area Description"	"Qualifying Name"	"FIPS"	"Summary Level"	"Geographic Component"	"State (Census)"	"State (FIPS)"	"County"	"County Size Code"	"County Subdivision (FIPS)"	"Census Tract"	"Families"	"Income in 1999 below poverty level"	"Income in 1999 below poverty level: Married Couple Family: With Related Child Living Bellow Poverty Level"	"Income in 1999 below poverty level: Married Couple Family: No related children under 18 years"	"Income in 1999 below poverty level: Male householder, no wife present"	"Income in 1999 below poverty level: Male householder, no wife present: With related children under 18 years"	"Income in 1999 below poverty level: Male householder, no wife present: No related children under 18 years"	"Income in 1999 below poverty level: Female householder, no husband present"	"Income in 1999 below poverty level: Female householder, no husband present: With related children under 18 years"	"Income in 1999 below poverty level: Female householder, no husband present: No related children under 18 years"	"Income in 1999 at or above poverty level"	"% Income in 1999 below poverty level"	"% Income in 1999 below poverty level: Married Couple Family: With Related Child Living Bellow Poverty Level"	"% Income in 1999 below poverty level: Married Couple Family: No related children under 18 years"	"% Income in 1999 below poverty level: Male householder, no wife present"	"% Income in 1999 below poverty level: Male householder, no wife present: With related children under 18 years"	"% Income in 1999 below poverty level: Male householder, no wife present: No related children under 18 years"	"% Income in 1999 below poverty level: Female householder, no husband present"	"% Income in 1999 below poverty level: Female householder, no husband present: With related children under 18 years"	"% Income in 1999 below poverty level: Female householder, no husband present: No related children under 18 years"	"% Income in 1999 at or above poverty level"	"Total"	"Total: Same house in 1995"	"Total: Different house in 1995"	"Total: Different house in 1995: In United States in 1995"	"Total: Different house in 1995: In United States in 1995: Same county"	"Total: Different house in 1995: In United States in 1995: Different county"	"Total: Different house in 1995: In United States in 1995: Different county: Same state"	"Total: Different house in 1995: In United States in 1995: Different county: Different state"	"Total: Different house in 1995: In United States in 1995: Different county: Different state: Northeast"	"Total: Different house in 1995: In United States in 1995: Different county: Different state: Midwest"	"Total: Different house in 1995: In United States in 1995: Different county: Different state: South"	"Total: Different house in 1995: In United States in 1995: Different county: Different state: West"	"Total: Different house in 1995: In Puerto Rico in 1995"	"Total: Different house in 1995: In Puerto Rico in 1995: Same municipio"	"Total: Different house in 1995: In Puerto Rico in 1995: Different municipio"	"Total: Different house in 1995: Elsewhere in 1995"	"Total: Different house in 1995: Elsewhere in 1995: U.S. Island Areas"	"Total: Different house in 1995: Elsewhere in 1995: Foreign country or at sea"	"% Total: Same house in 1995"	"% Total: Different house in 1995"	"% Total: Different house in 1995: In United States in 1995"	"% Total: Different house in 1995: In United States in 1995: Same county"	"% Total: Different house in 1995: In United States in 1995: Different county"	"% Total: Different house in 1995: In United States in 1995: Different county: Same state"	"% Total: Different house in 1995: In United States in 1995: Different county: Different state"	"% Total: Different house in 1995: In United States in 1995: Different county: Different state: Northeast"	"% Total: Different house in 1995: In United States in 1995: Different county: Different state: Midwest"	"% Total: Different house in 1995: In United States in 1995: Different county: Different state: South"	"% Total: Different house in 1995: In United States in 1995: Different county: Different state: West"	"% Total: Different house in 1995: In Puerto Rico in 1995"	"% Total: Different house in 1995: In Puerto Rico in 1995: Same municipio"	"% Total: Different house in 1995: In Puerto Rico in 1995: Different municipio"	"% Total: Different house in 1995: Elsewhere in 1995"	"% Total: Different house in 1995: Elsewhere in 1995: U.S. Island Areas"	"% Total: Different house in 1995: Elsewhere in 1995: Foreign country or at sea"	"Occupied housing units"	"Occupied housing units: Owner occupied"	"Occupied housing units: Owner occupied: Moved in 1999 to March 2000"	"Occupied housing units: Owner occupied: Moved in 1995 to 1998"	"Occupied housing units: Owner occupied: Moved in 1990 to 1994"	"Occupied housing units: Owner occupied: Moved in 1980 to 1989"	"Occupied housing units: Owner occupied: Moved in 1970 to 1979"	"Occupied housing units: Owner occupied: Moved in 1969 or earlier"	"Occupied housing units: Renter occupied"	"Occupied housing units: Renter occupied: Moved in 1999 to March 2000"	"Occupied housing units: Renter occupied: Moved in 1995 to 1998"	"Occupied housing units: Renter occupied: Moved in 1990 to 1994"	"Occupied housing units: Renter occupied: Moved in 1980 to 1989"	"Occupied housing units: Renter occupied: Moved in 1970 to 1979"	"Occupied housing units: Renter occupied: Moved in 1969 or earlier"	"% Occupied housing units: Owner occupied"	"% Occupied housing units: Owner occupied: Moved in 1999 to March 2000"	"% Occupied housing units: Owner occupied: Moved in 1995 to 1998"	"% Occupied housing units: Owner occupied: Moved in 1990 to 1994"	"% Occupied housing units: Owner occupied: Moved in 1980 to 1989"	"% Occupied housing units: Owner occupied: Moved in 1970 to 1979"	"% Occupied housing units: Owner occupied: Moved in 1969 or earlier"	"% Occupied housing units: Renter occupied"	"% Occupied housing units: Renter occupied: Moved in 1999 to March 2000"	"% Occupied housing units: Renter occupied: Moved in 1995 to 1998"	"% Occupied housing units: Renter occupied: Moved in 1990 to 1994"	"% Occupied housing units: Renter occupied: Moved in 1980 to 1989"	"% Occupied housing units: Renter occupied: Moved in 1970 to 1979"	"% Occupied housing units: Renter occupied: Moved in 1969 or earlier"
"Census Tract 3105"	"Census Tract 3105, Middlesex County, Massachusetts"	"25017310500"	"140"	"00"	"14"	"25"	"017"	"21"	""	"310500"	745	49	18	0	5	0	5	26	20	6	696	6.58	2.42	0	0.67	0	0.67	3.49	2.68	0.81	93.42	3175	1471	1704	1353	987	366	156	210	129	5	45	31	8	0	0	343	0	343	46.33	53.67	42.61	31.09	11.53	4.91	6.61	4.06	0.16	1.42	0.98	0.25	0	0	10.8	0	10.8	1172	514	66	134	34	102	60	118	658	211	240	65	49	39	54	43.86	5.63	11.43	2.9	8.7	5.12	10.07	56.14	18	20.48	5.55	4.18	3.33	4.61
"Census Tract 3106.01"	"Census Tract 3106.01, Middlesex County, Massachusetts"	"25017310601"	"140"	"00"	"14"	"25"	"017"	"21"	""	"310601"	1282	28	10	0	0	0	0	18	18	0	1254	2.18	0.78	0	0	0	0	1.4	1.4	0	97.82	4987	2437	2550	2401	2065	336	103	233	146	0	54	33	0	0	0	149	0	149	48.87	51.13	48.15	41.41	6.74	2.07	4.67	2.93	0	1.08	0.66	0	0	0	2.99	0	2.99	1916	1101	172	340	162	221	74	132	815	184	392	136	69	34	0	57.46	8.98	17.75	8.46	11.53	3.86	6.89	42.54	9.6	20.46	7.1	3.6	1.77	0
"Census Tract 3106.02"	"Census Tract 3106.02, Middlesex County, Massachusetts"	"25017310602"	"140"	"00"	"14"	"25"	"017"	"21"	""	"310602"	1455	38	9	22	0	0	0	7	7	0	1417	2.61	0.62	1.51	0	0	0	0.48	0.48	0	97.39	5207	3034	2173	1819	1476	343	160	183	140	0	43	0	9	0	0	345	0	345	58.27	41.73	34.93	28.35	6.59	3.07	3.51	2.69	0	0.83	0	0.17	0	0	6.63	0	6.63	2212	1251	87	302	158	224	215	265	961	277	327	196	82	43	36	56.56	3.93	13.65	7.14	10.13	9.72	11.98	43.44	12.52	14.78	8.86	3.71	1.94	1.63
"Census Tract 3107"	"Census Tract 3107, Middlesex County, Massachusetts"	"25017310700"	"140"	"00"	"14"	"25"	"017"	"21"	""	"310700"	795	119	23	4	17	17	0	75	75	0	676	14.97	2.89	0.5	2.14	2.14	0	9.43	9.43	0	85.03	4250	1623	2627	2279	1297	982	516	466	334	27	47	58	29	0	0	319	0	319	38.19	61.81	53.62	30.52	23.11	12.14	10.96	7.86	0.64	1.11	1.36	0.68	0	0	7.51	0	7.51	1508	458	81	106	83	54	31	103	1050	328	398	212	65	40	7	30.37	5.37	7.03	5.5	3.58	2.06	6.83	69.63	21.75	26.39	14.06	4.31	2.65	0.46
"Census Tract 3108"	"Census Tract 3108, Middlesex County, Massachusetts"	"25017310800"	"140"	"00"	"14"	"25"	"017"	"21"	""	"310800"	276	95	0	7	0	0	0	88	81	7	181	34.42	0	2.54	0	0	0	31.88	29.35	2.54	65.58	2399	805	1594	1413	583	830	553	277	177	9	52	39	35	0	0	146	0	146	33.56	66.44	58.9	24.3	34.6	23.05	11.55	7.38	0.38	2.17	1.63	1.46	0	0	6.09	0	6.09	355	32	0	0	12	14	6	0	323	68	138	58	54	0	5	9.01	0	0	3.38	3.94	1.69	0	90.99	19.15	38.87	16.34	15.21	0	1.41
"Census Tract 3110"	"Census Tract 3110, Middlesex County, Massachusetts"	"25017311000"	"140"	"00"	"14"	"25"	"017"	"21"	""	"311000"	522	299	38	18	14	14	0	229	204	25	223	57.28	7.28	3.45	2.68	2.68	0	43.87	39.08	4.79	42.72	2395	1360	1035	892	649	243	119	124	89	9	19	7	85	0	0	58	0	58	56.78	43.22	37.24	27.1	10.15	4.97	5.18	3.72	0.38	0.79	0.29	3.55	0	0	2.42	0	2.42	1191	11	0	0	4	0	0	7	1180	179	452	242	235	25	47	0.92	0	0	0.34	0	0	0.59	99.08	15.03	37.95	20.32	19.73	2.1	3.95
"Census Tract 3111"	"Census Tract 3111, Middlesex County, Massachusetts"	"25017311100"	"140"	"00"	"14"	"25"	"017"	"21"	""	"311100"	506	142	43	10	0	0	0	89	84	5	364	28.06	8.5	1.98	0	0	0	17.59	16.6	0.99	71.94	2242	1063	1179	998	652	346	128	218	65	30	10	113	79	0	0	102	0	102	47.41	52.59	44.51	29.08	15.43	5.71	9.72	2.9	1.34	0.45	5.04	3.52	0	0	4.55	0	4.55	591	132	8	25	20	57	15	7	459	107	205	57	40	20	30	22.34	1.35	4.23	3.38	9.64	2.54	1.18	77.66	18.1	34.69	9.64	6.77	3.38	5.08
"Census Tract 3112"	"Census Tract 3112, Middlesex County, Massachusetts"	"25017311200"	"140"	"00"	"14"	"25"	"017"	"21"	""	"311200"	674	183	40	15	5	5	0	123	123	0	491	27.15	5.93	2.23	0.74	0.74	0	18.25	18.25	0	72.85	3065	1209	1856	1579	1133	446	40	406	125	69	10	202	35	0	0	242	0	242	39.45	60.55	51.52	36.97	14.55	1.31	13.25	4.08	2.25	0.33	6.59	1.14	0	0	7.9	0	7.9	1074	269	33	88	26	34	45	43	805	241	367	118	36	6	37	25.05	3.07	8.19	2.42	3.17	4.19	4	74.95	22.44	34.17	10.99	3.35	0.56	3.45
"Census Tract 3113"	"Census Tract 3113, Middlesex County, Massachusetts"	"25017311300"	"140"	"00"	"14"	"25"	"017"	"21"	""	"311300"	859	67	24	0	0	0	0	43	43	0	792	7.8	2.79	0	0	0	0	5.01	5.01	0	92.2	3616	1806	1810	1520	1308	212	23	189	105	7	41	36	6	0	0	284	0	284	49.94	50.06	42.04	36.17	5.86	0.64	5.23	2.9	0.19	1.13	1	0.17	0	0	7.85	0	7.85	1317	504	52	132	87	60	44	129	813	235	343	132	50	26	27	38.27	3.95	10.02	6.61	4.56	3.34	9.79	61.73	17.84	26.04	10.02	3.8	1.97	2.05
"Census Tract 3114"	"Census Tract 3114, Middlesex County, Massachusetts"	"25017311400"	"140"	"00"	"14"	"25"	"017"	"21"	""	"311400"	1449	114	23	33	9	9	0	49	41	8	1335	7.87	1.59	2.28	0.62	0.62	0	3.38	2.83	0.55	92.13	5389	2135	3254	2165	1431	734	268	466	293	42	57	74	39	0	0	1050	0	1050	39.62	60.38	40.17	26.55	13.62	4.97	8.65	5.44	0.78	1.06	1.37	0.72	0	0	19.48	0	19.48	2338	741	78	139	121	145	62	196	1597	620	720	160	68	18	11	31.69	3.34	5.95	5.18	6.2	2.65	8.38	68.31	26.52	30.8	6.84	2.91	0.77	0.47
"Census Tract 3115"	"Census Tract 3115, Middlesex County, Massachusetts"	"25017311500"	"140"	"00"	"14"	"25"	"017"	"21"	""	"311500"	687	36	10	0	14	14	0	12	12	0	651	5.24	1.46	0	2.04	2.04	0	1.75	1.75	0	94.76	2714	1553	1161	1080	809	271	80	191	130	0	6	55	0	0	0	81	0	81	57.22	42.78	39.79	29.81	9.99	2.95	7.04	4.79	0	0.22	2.03	0	0	0	2.98	0	2.98	1040	556	88	90	52	135	52	139	484	126	183	126	24	13	12	53.46	8.46	8.65	5	12.98	5	13.37	46.54	12.12	17.6	12.12	2.31	1.25	1.15
"Census Tract 3116"	"Census Tract 3116, Middlesex County, Massachusetts"	"25017311600"	"140"	"00"	"14"	"25"	"017"	"21"	""	"311600"	1357	201	33	37	14	10	4	117	98	19	1156	14.81	2.43	2.73	1.03	0.74	0.29	8.62	7.22	1.4	85.19	4726	3023	1703	1517	1213	304	193	111	40	6	23	42	0	0	0	186	0	186	63.97	36.03	32.1	25.67	6.43	4.08	2.35	0.85	0.13	0.49	0.89	0	0	0	3.94	0	3.94	1862	1247	125	213	177	190	187	355	615	155	210	125	88	21	16	66.97	6.71	11.44	9.51	10.2	10.04	19.07	33.03	8.32	11.28	6.71	4.73	1.13	0.86
"Census Tract 3117"	"Census Tract 3117, Middlesex County, Massachusetts"	"25017311700"	"140"	"00"	"14"	"25"	"017"	"21"	""	"311700"	1126	152	32	12	36	23	13	72	66	6	974	13.5	2.84	1.07	3.2	2.04	1.15	6.39	5.86	0.53	86.5	4504	2526	1978	1748	1302	446	214	232	111	0	113	8	12	0	0	218	0	218	56.08	43.92	38.81	28.91	9.9	4.75	5.15	2.46	0	2.51	0.18	0.27	0	0	4.84	0	4.84	1556	785	67	174	140	155	72	177	771	197	305	118	72	35	44	50.45	4.31	11.18	9	9.96	4.63	11.38	49.55	12.66	19.6	7.58	4.63	2.25	2.83
"Census Tract 3118"	"Census Tract 3118, Middlesex County, Massachusetts"	"25017311800"	"140"	"00"	"14"	"25"	"017"	"21"	""	"311800"	778	114	32	0	0	0	0	82	70	12	664	14.65	4.11	0	0	0	0	10.54	9	1.54	85.35	3187	1667	1520	1294	839	455	71	384	139	31	37	177	20	0	0	206	0	206	52.31	47.69	40.6	26.33	14.28	2.23	12.05	4.36	0.97	1.16	5.55	0.63	0	0	6.46	0	6.46	977	333	77	65	61	57	20	53	644	196	311	71	38	11	17	34.08	7.88	6.65	6.24	5.83	2.05	5.42	65.92	20.06	31.83	7.27	3.89	1.13	1.74
"Census Tract 3119"	"Census Tract 3119, Middlesex County, Massachusetts"	"25017311900"	"140"	"00"	"14"	"25"	"017"	"21"	""	"311900"	524	122	42	12	12	12	0	56	38	18	402	23.28	8.02	2.29	2.29	2.29	0	10.69	7.25	3.44	76.72	2503	897	1606	1366	1096	270	106	164	69	10	27	58	39	0	0	201	0	201	35.84	64.16	54.57	43.79	10.79	4.23	6.55	2.76	0.4	1.08	2.32	1.56	0	0	8.03	0	8.03	1131	186	5	48	6	54	22	51	945	260	400	155	93	19	18	16.45	0.44	4.24	0.53	4.77	1.95	4.51	83.55	22.99	35.37	13.7	8.22	1.68	1.59
"Census Tract 3120"	"Census Tract 3120, Middlesex County, Massachusetts"	"25017312000"	"140"	"00"	"14"	"25"	"017"	"21"	""	"312000"	726	201	35	31	6	6	0	129	121	8	525	27.69	4.82	4.27	0.83	0.83	0	17.77	16.67	1.1	72.31	2749	1348	1401	1171	873	298	94	204	61	8	81	54	103	0	0	127	0	127	49.04	50.96	42.6	31.76	10.84	3.42	7.42	2.22	0.29	2.95	1.96	3.75	0	0	4.62	0	4.62	970	372	10	36	51	90	75	110	598	160	292	59	44	43	0	38.35	1.03	3.71	5.26	9.28	7.73	11.34	61.65	16.49	30.1	6.08	4.54	4.43	0
