Statefp10,Countyfp10,Tractce10,Geoid10,Name10,Namelsad10,Mtfcc10,Aland10,Awater10,Intptlat10,Intptlon10,Area sqft,Area acres,Pop100,Hu100,Logpl94171,Logsf1,Logacs0610,Logsf1c,Shape area,Shape len
25,017,357500,25017357500,3575,Census Tract 3575,G5020,482140.00000000,0.00000000,+42.3835353,-071.1759760,5189385.28000000,119.13190000,2130,902,0102780,107209,0003503,0107209,4.82111608568e+005,3.43764936956e+003,
25,017,357400,25017357400,3574,Census Tract 3574,G5020,667789.00000000,26346.00000000,+42.3809695,-071.1679802,7471146.22000000,171.51390000,2339,938,0102776,107205,0003502,0107205,6.94094968793e+005,3.54974916055e+003,
25,017,357300,25017357300,3573,Census Tract 3573,G5020,650678.00000000,0.00000000,+42.3807304,-071.1599991,7003396.60000000,160.77590000,2973,1343,0102772,107201,0003501,0107201,6.50639440944e+005,3.91950762800e+003,
25,027,733101,25027733101,7331.01,Census Tract 7331.01,G5020,2904414.00000000,161203.00000000,+42.2338553,-071.8362759,32995502.51000000,757.47250000,2058,860,0190276,171821,0004148,0171821,3.06539474744e+006,8.56505148151e+003,
25,027,736300,25027736300,7363,Census Tract 7363,G5020,4134805.00000000,145071.00000000,+42.2148635,-071.8346413,46064747.42000000,1057.50110000,2426,1008,0190300,171845,0004154,0171845,4.27957221225e+006,1.24324088325e+004,
25,017,351000,25017351000,3510,Census Tract 3510,G5020,668251.00000000,0.00000000,+42.3890820,-071.1127842,7192491.61000000,165.11690000,6450,3115,0102550,106979,0003451,0106979,6.68207001464e+005,4.33491068253e+003,
25,017,350900,25017350900,3509,Census Tract 3509,G5020,423172.00000000,0.00000000,+42.3942960,-071.1203228,4554713.54000000,104.56180000,3314,1648,0102546,106975,0003450,0106975,4.23148431860e+005,3.38639524889e+003,
25,017,350800,25017350800,3508,Census Tract 3508,G5020,211849.00000000,0.00000000,+42.4000613,-071.1272714,2280188.51000000,52.34590000,1828,920,0102543,106972,0003449,0106972,2.11837301631e+005,2.23836333369e+003,
25,017,350500,25017350500,3505,Census Tract 3505,G5020,225393.00000000,0.00000000,+42.4000328,-071.1225857,2425978.22000000,55.69280000,1629,772,0102528,106957,0003446,0106957,2.25381652817e+005,2.49324623299e+003,
25,017,350400,25017350400,3504,Census Tract 3504,G5020,601354.00000000,0.00000000,+42.3983945,-071.1150704,6472497.41000000,148.58810000,5568,2508,0102522,106951,0003445,0106951,6.01317075966e+005,3.91427650066e+003,
25,017,350300,25017350300,3503,Census Tract 3503,G5020,397563.00000000,0.00000000,+42.3951851,-071.1063266,4279069.41000000,98.23390000,2441,1148,0102518,106947,0003444,0106947,3.97540140501e+005,3.44632098211e+003,
25,017,350200,25017350200,3502,Census Tract 3502,G5020,683304.00000000,0.00000000,+42.3912376,-071.0965111,7354588.36000000,168.83810000,6567,2763,0102511,106940,0003443,0106940,6.83266328625e+005,3.95257101035e+003,
25,017,356300,25017356300,3563,Census Tract 3563,G5020,1059924.00000000,24905.00000000,+42.4141319,-071.1408988,11676269.40000000,268.05030000,5040,2426,0102714,107143,0003492,0107143,1.08476524987e+006,5.18074043564e+003,
25,017,356100,25017356100,3561,Census Tract 3561,G5020,722660.00000000,5670.00000000,+42.4026607,-071.1456523,7839194.26000000,179.96310000,3110,1449,0102710,107139,0003491,0107139,7.28287906599e+005,3.92984468715e+003,
25,017,300100,25017300100,3001,Census Tract 3001,G5020,61389725.00000000,1002029.00000000,+42.6762927,-071.8325227,671575301.94000006,15417.24750000,3074,1191,0101795,106224,0003287,0106224,6.23916366077e+007,3.53690837270e+004,
25,017,301101,25017301101,3011.01,Census Tract 3011.01,G5020,44523981.00000000,59327.00000000,+42.6939625,-071.7114142,479889101.94999999,11016.73790000,4024,1564,0101798,106227,0003288,0106227,4.45833347875e+007,3.07684449691e+004,
25,027,755200,25027755200,7552,Census Tract 7552,G5020,50856636.00000000,2357785.00000000,+42.0537777,-071.9350751,572756124.12000000,13148.67140000,8090,2847,0190501,172048,0004202,0172048,5.32109980409e+007,3.66681275749e+004,
25,027,730100,25027730100,7301,Census Tract 7301,G5020,5633432.00000000,9059.00000000,+42.3224582,-071.8069250,60730902.13000000,1394.18970000,5923,2459,0190089,171634,0004106,0171634,5.64210794047e+006,1.25617871212e+004,
25,017,354000,25017354000,3540,Census Tract 3540,G5020,468640.00000000,0.00000000,+42.3800506,-071.1221399,5044071.50000000,115.79590000,4366,2089,0102667,107096,0003480,0107096,4.68611449331e+005,3.72453264978e+003,
25,017,353900,25017353900,3539,Census Tract 3539,G5020,323187.00000000,67860.00000000,+42.3687038,-071.1173104,3478552.09000000,79.85660000,7090,1519,0102663,107092,0003479,0107092,3.23169349257e+005,3.06415883674e+003,
25,017,353800,25017353800,3538,Census Tract 3538,G5020,306150.00000000,0.00000000,+42.3703899,-071.1097117,3295133.84000000,75.64590000,4702,2947,0102658,107087,0003478,0107087,3.06129181604e+005,2.61605277052e+003,
25,017,353700,25017353700,3537,Census Tract 3537,G5020,549394.00000000,0.00000000,+42.3745558,-071.1124816,5913238.85000000,135.74930000,5365,1956,0102652,107081,0003477,0107081,5.49360060463e+005,3.79467639687e+003,
25,017,353600,25017353600,3536,Census Tract 3536,G5020,725615.00000000,0.00000000,+42.3801387,-071.1151808,7809934.31000000,179.29140000,4551,1568,0102646,107075,0003476,0107075,7.25569535139e+005,3.64595565877e+003,
25,017,353500,25017353500,3535,Census Tract 3535,G5020,208674.00000000,0.00000000,+42.3664307,-071.1105971,2246003.31000000,51.56110000,2602,1330,0102643,107072,0003475,0107072,2.08661356895e+005,2.10828086954e+003,
25,017,353400,25017353400,3534,Census Tract 3534,G5020,293004.00000000,41824.00000000,+42.3636223,-071.1121707,3153627.38000000,72.39730000,2848,1298,0102640,107069,0003474,0107069,2.92982753763e+005,2.78031254707e+003,
25,017,353300,25017353300,3533,Census Tract 3533,G5020,474790.00000000,50244.00000000,+42.3585142,-071.1110542,5110234.11000000,117.31480000,3471,1771,0102636,107065,0003473,0107065,4.74758164610e+005,3.58298773834e+003,
25,017,353200,25017353200,3532,Census Tract 3532,G5020,514192.00000000,2709.00000000,+42.3584986,-071.1057832,5534358.54000000,127.05140000,4897,1701,0102632,107061,0003472,0107061,5.14160794476e+005,3.47563715507e+003,
25,019,950307,25019950307,9503.07,Census Tract 9503.07,G5020,24803363.00000000,13284342.00000000,+41.2910849,-070.2030233,298083926.45999998,6843.06530000,342,1108,0139962,109094,0003607,0109094,2.76930136638e+007,6.62898188242e+004,
25,027,737100,25027737100,7371,Census Tract 7371,G5020,25070055.00000000,1107345.00000000,+42.1770653,-071.7910143,281750155.19999999,6468.09360000,5116,2185,0190314,171859,0004157,0171859,2.61755507269e+007,3.25791392814e+004,
25,027,745100,25027745100,7451,Census Tract 7451,G5020,13392801.00000000,443995.00000000,+42.1240798,-071.5334157,148927213.71000001,3418.89840000,5911,2285,0190424,171971,0004182,0171971,1.38358461512e+007,1.99613915194e+004,
25,027,744300,25027744300,7443,Census Tract 7443,G5020,1171357.00000000,961.00000000,+42.1397472,-071.5199429,12617834.68000000,289.66560000,3838,1698,0190415,171962,0004180,0171962,1.17223987593e+006,6.24475948842e+003,
25,017,301102,25017301102,3011.02,Census Tract 3011.02,G5020,40428187.00000000,625569.00000000,+42.6383921,-071.7146381,441892682.77999997,10144.46010000,4902,1821,0101802,106231,0003289,0106231,4.10533377404e+007,2.78897369471e+004,
25,017,310100,25017310100,3101,Census Tract 3101,G5020,931967.00000000,144386.00000000,+42.6447316,-071.3095900,11585542.21000000,265.96750000,5267,2858,0101806,106235,0003290,0106235,1.07633637566e+006,5.76453776185e+003,
25,027,726200,25027726200,7262,Census Tract 7262,G5020,5463147.00000000,162237.00000000,+42.2485746,-071.9931302,60546595.26000000,1389.95860000,5700,2798,0190054,171599,0004098,0171599,5.62498524123e+006,1.09471955474e+004,
25,027,725100,25027725100,7251,Census Tract 7251,G5020,55084070.00000000,1759511.00000000,+42.2675643,-072.0668759,611814263.38000000,14045.32290000,4680,2058,0190042,171587,0004096,0171587,5.68396323518e+007,3.10660356579e+004,
25,027,744102,25027744102,7441.02,Census Tract 7441.02,G5020,5365675.00000000,91517.00000000,+42.1557414,-071.5475588,58736377.54000000,1348.40170000,5258,2024,0190406,171953,0004178,0171953,5.45680985925e+006,1.12472021585e+004,
25,027,708100,25027708100,7081,Census Tract 7081,G5020,91766611.00000000,4719705.00000000,+42.5546000,-071.9054402,1038531322.51000000,23841.39860000,7277,2960,0189895,171440,0004060,0171440,9.64831028300e+007,4.82823344858e+004,
25,017,317203,25017317203,3172.03,Census Tract 3172.03,G5020,4459694.00000000,10598.00000000,+42.6122111,-071.3465742,48116681.94000000,1104.60700000,4003,1627,0102018,106447,0003339,0106447,4.47020393665e+006,9.68155858353e+003,
25,017,318100,25017318100,3181,Census Tract 3181,G5020,15735665.00000000,1409319.00000000,+42.6324370,-071.4323583,184543325.50000000,4236.53180000,6674,2454,0102029,106458,0003342,0106458,1.71447045387e+007,1.75120069188e+004,
25,017,318200,25017318200,3182,Census Tract 3182,G5020,16840807.00000000,938708.00000000,+42.6007143,-071.4747571,191372197.78000000,4393.30110000,3853,1459,0102034,106463,0003343,0106463,1.77791300327e+007,2.25937415423e+004,
25,019,950100,25019950100,9501,Census Tract 9501,G5020,4900605.00000000,2628406.00000000,+41.2852564,-070.1072628,58282070.47000000,1337.97220000,1375,3136,0139954,109086,0003605,0109086,5.41460317025e+006,1.43560128740e+004,
25,027,716100,25027716100,7161,Census Tract 7161,G5020,10849714.00000000,4163894.00000000,+42.4078337,-071.6890421,161595146.63999999,3709.71410000,7558,3399,0189994,171539,0004084,0171539,1.50127404795e+007,2.48403807494e+004,
25,027,716200,25027716200,7162,Census Tract 7162,G5020,2115037.00000000,14607.00000000,+42.4261168,-071.6879830,22921895.92000000,526.21430000,2820,1352,0190000,171545,0004085,0171545,2.12952237055e+006,6.09470283167e+003,
25,027,705100,25027705100,7051,Census Tract 7051,G5020,82575050.00000000,1287387.00000000,+42.5634822,-072.0754719,902657678.92999995,20722.16890000,8013,3139,0189868,171413,0004053,0171413,8.38599778551e+007,4.64729174285e+004,
25,027,709600,25027709600,7096,Census Tract 7096,G5020,3054277.00000000,14240.00000000,+42.5371082,-071.7499832,33027896.99000000,758.21620000,2423,1153,0189923,171468,0004067,0171468,3.06840434743e+006,1.17346800171e+004,
25,027,703200,25027703200,7032,Census Tract 7032,G5020,26434367.00000000,796462.00000000,+42.6128849,-072.2137029,293103678.22000003,6728.73460000,3558,1600,0189858,171403,0004050,0171403,2.72303315699e+007,3.50016776416e+004,
25,027,736500,25027736500,7365,Census Tract 7365,G5020,12907649.00000000,628216.00000000,+42.1880678,-071.8285898,145687923.87000000,3344.53450000,4369,2006,0190308,171853,0004156,0171853,1.35349050570e+007,1.82244098762e+004,
25,027,728300,25027728300,7283,Census Tract 7283,G5020,7614443.00000000,83480.00000000,+42.3546460,-071.8529676,82854139.12000001,1902.06930000,4544,1758,0190073,171618,0004102,0171618,7.69743216909e+006,1.27497176580e+004,
25,027,710600,25027710600,7106,Census Tract 7106,G5020,3211646.00000000,10033.00000000,+42.5764365,-071.8013665,34676750.76000000,796.06870000,6594,2919,0189958,171503,0004075,0171503,3.22158846687e+006,1.13830651878e+004,
25,027,723100,25027723100,7231,Census Tract 7231,G5020,153784300.00000000,6251520.00000000,+42.3359397,-072.1876124,1722493234.09999990,39543.00350000,3989,1608,0190034,171579,0004094,0171579,1.60025497906e+008,6.63879810998e+004,
25,027,726100,25027726100,7261,Census Tract 7261,G5020,79575176.00000000,2874640.00000000,+42.2808444,-072.0152937,887417021.10000002,20372.29160000,5988,2497,0190048,171593,0004097,0171593,8.24440688278e+007,5.14001739313e+004,
25,027,759100,25027759100,7591,Census Tract 7591,G5020,25514944.00000000,1433058.00000000,+42.2096822,-072.0401777,290044142.00999999,6658.49730000,2183,931,0190543,172090,0004212,0172090,2.69460903411e+007,2.53583225343e+004,
25,017,374300,25017374300,3743,Census Tract 3743,G5020,2527078.00000000,72489.00000000,+42.3252956,-071.2358074,27979580.64000000,642.32280000,3494,1343,0103081,107510,0003567,0107510,2.59939853674e+006,1.04674670871e+004,
25,017,374200,25017374200,3742,Census Tract 3742,G5020,2044223.00000000,0.00000000,+42.3237866,-071.2133136,22002282.25000000,505.10290000,4194,1594,0103077,107506,0003566,0107506,2.04408707716e+006,7.29235697677e+003,
25,017,374100,25017374100,3741,Census Tract 3741,G5020,2244664.00000000,43007.00000000,+42.3138473,-071.2128994,24622535.55000000,565.25560000,4647,2027,0103073,107502,0003565,0107502,2.28751758087e+006,7.31713385888e+003,
25,017,374000,25017374000,3740,Census Tract 3740,G5020,4958605.00000000,116871.00000000,+42.3034837,-071.1961127,54628032.23000000,1254.08710000,5237,1796,0103069,107498,0003564,0107498,5.07513061521e+006,1.21462490027e+004,
25,027,754400,25027754400,7544,Census Tract 7544,G5020,2874001.00000000,39513.00000000,+42.0299169,-071.8733129,31358756.28000000,719.89800000,3843,1727,0190494,172041,0004200,0172041,2.91333545158e+006,9.25939271231e+003,
25,027,753100,25027753100,7531,Census Tract 7531,G5020,58114960.00000000,1735709.00000000,+42.1355201,-071.8565164,644179904.96000004,14788.33570000,7458,3037,0190473,172020,0004195,0172020,5.98465106872e+007,6.49893121578e+004,
25,027,703100,25027703100,7031,Census Tract 7031,G5020,10806941.00000000,270068.00000000,+42.5759236,-072.2296180,119228099.78000000,2737.10050000,4323,1988,0189854,171399,0004049,0171399,1.10766972072e+007,1.80320129016e+004,
25,027,748100,25027748100,7481,Census Tract 7481,G5020,12706301.00000000,151536.00000000,+42.0366420,-071.5787791,138391349.38999999,3177.02820000,3190,1162,0190439,171986,0004186,0171986,1.28570284661e+007,1.57225746993e+004,
25,027,701100,25027701100,7011,Census Tract 7011,G5020,77339424.00000000,1918845.00000000,+42.6644143,-072.0275490,853120890.85000002,19584.96080000,8340,3446,0189844,171389,0004047,0171389,7.92578413186e+007,3.90879308251e+004,
25,027,742300,25027742300,7423,Census Tract 7423,G5020,4890155.00000000,43118.00000000,+42.2674406,-071.6174916,53097320.92000000,1218.94680000,4045,1842,0190383,171930,0004173,0171930,4.93292228468e+006,1.15225276261e+004,
25,017,335302,25017335302,3353.02,Census Tract 3353.02,G5020,5151045.00000000,171882.00000000,+42.5132149,-071.0493069,57292927.54000000,1315.26460000,4621,1913,0102257,106686,0003393,0106686,5.32270843512e+006,1.00172596894e+004,
25,017,385202,25017385202,3852.02,Census Tract 3852.02,G5020,8924639.00000000,113730.00000000,+42.2535215,-071.4341849,97280991.68000001,2233.26430000,7308,3051,0103208,107637,0003596,0107637,9.03773599588e+006,1.25106709279e+004,
25,027,731102,25027731102,7311.02,Census Tract 7311.02,G5020,893826.00000000,0.00000000,+42.2632052,-071.8277499,9620363.51000000,220.85320000,2511,1063,0190160,171705,0004121,0171705,8.93764585646e+005,4.09246030669e+003,
25,027,732500,25027732500,7325,Census Tract 7325,G5020,796115.00000000,0.00000000,+42.2542726,-071.8003438,8568624.06000000,196.70850000,1776,821,0190243,171788,0004140,0171788,7.96054392975e+005,4.32130300035e+003,
25,027,729100,25027729100,7291,Census Tract 7291,G5020,28291892.00000000,2357877.00000000,+42.3746499,-071.7862808,329889683.99000001,7573.22510000,4997,1597,0190081,171626,0004104,0171626,3.06478772143e+007,3.61887266738e+004,
25,027,744400,25027744400,7444,Census Tract 7444,G5020,2233653.00000000,2223.00000000,+42.1430061,-071.5287235,24064938.93000000,552.45500000,3974,1645,0190420,171967,0004181,0171967,2.23571496712e+006,8.94077504757e+003,
25,027,735100,25027735100,7351,Census Tract 7351,G5020,36373957.00000000,2144900.00000000,+42.2402545,-071.9262509,414582752.20999998,9517.51040000,6713,2589,0190282,171827,0004150,0171827,3.85161521962e+007,2.94523183774e+004,
25,027,710300,25027710300,7103,Census Tract 7103,G5020,11964410.00000000,323249.00000000,+42.5692092,-071.8509359,132258979.08000000,3036.24840000,3224,1287,0189948,171493,0004072,0171493,1.22873104660e+007,2.27496530091e+004,
25,017,321300,25017321300,3213,Census Tract 3213,G5020,6287855.00000000,291538.00000000,+42.3334309,-071.5544067,70815064.15000001,1625.69020000,7497,3423,0102063,106492,0003351,0106492,6.57896106504e+006,1.12425254300e+004,
25,017,321400,25017321400,3214,Census Tract 3214,G5020,14167523.00000000,578765.00000000,+42.3414582,-071.5926446,158716884.06999999,3643.63830000,3297,1282,0102070,106499,0003352,0106499,1.47453400037e+007,1.69143908315e+004,
25,017,321500,25017321500,3215,Census Tract 3215,G5020,7257826.00000000,25747.00000000,+42.3569937,-071.5737429,78394457.06999999,1799.68910000,6898,2843,0102073,106502,0003353,0106502,7.28311253183e+006,1.16478656039e+004,
25,027,739500,25027739500,7395,Census Tract 7395,G5020,16780101.00000000,461432.00000000,+42.3062710,-071.7285542,185573081.09000000,4260.17170000,7554,2699,0190357,171904,0004167,0171904,1.72403723705e+007,2.13202560732e+004,
25,027,702200,25027702200,7022,Census Tract 7022,G5020,142339791.00000000,2651152.00000000,+42.6787779,-072.1644985,1560661659.55000000,35827.86180000,3218,1327,0189851,171396,0004048,0171396,1.44990792403e+008,5.71835060370e+004,
25,017,320103,25017320103,3201.03,Census Tract 3201.03,G5020,17076350.00000000,409238.00000000,+42.2423490,-071.5280063,188199291.84000000,4320.46120000,2795,1028,0102049,106478,0003347,0106478,1.74843562689e+007,1.96167848388e+004,
25,017,320104,25017320104,3201.04,Census Tract 3201.04,G5020,25886598.00000000,436709.00000000,+42.2135129,-071.5076907,283320482.36000001,6504.14330000,7090,2369,0102051,106480,0003348,0106480,2.63214393932e+007,2.25091155843e+004,
25,017,324101,25017324101,3241.01,Census Tract 3241.01,G5020,22673832.00000000,1556675.00000000,+42.5232599,-071.4711875,260803736.80000001,5987.23000000,4761,1862,0102103,106532,0003360,0106532,2.42295568672e+007,1.96144611928e+004,
25,017,363103,25017363103,3631.03,Census Tract 3631.03,G5020,9598058.00000000,567845.00000000,+42.5001123,-071.4473028,109419656.91000000,2511.92970000,3229,1197,0102866,107295,0003522,0107295,1.01654594318e+007,1.40478100585e+004,
25,027,722100,25027722100,7221,Census Tract 7221,G5020,114807655.00000000,719421.00000000,+42.4188483,-072.1065981,1243448413.88000010,28545.64770000,5398,2176,0190029,171574,0004093,0171574,1.15520599630e+008,4.32447329882e+004,
25,027,712101,25027712101,7121.01,Census Tract 7121.01,G5020,34302294.00000000,1628000.00000000,+42.6025718,-071.7409295,386740698.44999999,8878.34480000,5955,2532,0189978,171523,0004080,0171523,3.59295302668e+007,2.93080424121e+004,
25,027,709201,25027709201,7092.01,Census Tract 7092.01,G5020,8745745.00000000,133060.00000000,+42.4986988,-071.7615268,95566075.50000000,2193.89520000,6921,2842,0189905,171450,0004062,0171450,8.87841448344e+006,1.27654991321e+004,
25,027,730500,25027730500,7305,Census Tract 7305,G5020,2745541.00000000,807647.00000000,+42.2902384,-071.8050176,38243395.15000000,877.94750000,3535,1692,0190116,171661,0004111,0171661,3.55294189406e+006,1.07761580317e+004,
25,017,318300,25017318300,3183,Census Tract 3183,G5020,23833637.00000000,333769.00000000,+42.5752707,-071.4461646,260127578.88000000,5971.70750000,7516,2612,0102037,106466,0003344,0106466,2.41667395755e+007,2.38359172498e+004,
25,017,318400,25017318400,3184,Census Tract 3184,G5020,21981340.00000000,172390.00000000,+42.5551884,-071.4245441,238451771.56000000,5474.09940000,3908,1351,0102042,106471,0003345,0106471,2.21529832029e+007,2.00851194559e+004,
25,017,320102,25017320102,3201.02,Census Tract 3201.02,G5020,25053848.00000000,3369109.00000000,+42.2203648,-071.5720529,305919310.01999998,7022.94100000,5040,1731,0102045,106474,0003346,0106474,2.84209475674e+007,2.44054442186e+004,
25,017,321100,25017321100,3211,Census Tract 3211,G5020,15229230.00000000,490124.00000000,+42.3546962,-071.5034426,169190268.25999999,3884.07410000,6992,3052,0102055,106484,0003349,0106484,1.57183530730e+007,1.95787589291e+004,
25,027,757100,25027757100,7571,Census Tract 7571,G5020,9910962.00000000,172656.00000000,+42.0953519,-072.0295162,108531410.29000001,2491.53830000,4514,2015,0190514,172061,0004205,0172061,1.00829382537e+007,2.01186680622e+004,
25,027,730402,25027730402,7304.02,Census Tract 7304.02,G5020,720559.00000000,0.00000000,+42.2869132,-071.7911885,7755463.66000000,178.04090000,1660,676,0190113,171658,0004110,0171658,7.20509030895e+005,3.60334792183e+003,
25,027,750100,25027750100,7501,Census Tract 7501,G5020,8094777.00000000,631688.00000000,+42.1192280,-071.6718215,93924168.22000000,2156.20220000,6048,2382,0190450,171997,0004189,0171997,8.72587564975e+006,1.44612754005e+004,
25,027,730902,25027730902,7309.02,Census Tract 7309.02,G5020,1857420.00000000,156565.00000000,+42.2667902,-071.8451056,21676788.52000000,497.63060000,3716,1158,0190144,171689,0004117,0171689,2.01384759363e+006,5.90940477965e+003,
25,027,730300,25027730300,7303,Census Tract 7303,G5020,2005169.00000000,0.00000000,+42.3082818,-071.7943837,21581921.62000000,495.45270000,4559,2123,0190102,171647,0004108,0171647,2.00503416046e+006,7.40511006689e+003,
25,017,335400,25017335400,3354,Census Tract 3354,G5020,3635001.00000000,6073.00000000,+42.4822403,-071.0621379,39190209.23000000,899.68340000,5094,1858,0102261,106690,0003394,0106690,3.64090412618e+006,1.17277690881e+004,
25,017,335100,25017335100,3351,Census Tract 3351,G5020,4122865.00000000,1033872.00000000,+42.5185203,-071.0763174,55504220.63000000,1274.20160000,5728,2579,0102240,106669,0003390,0106669,5.15653145548e+006,1.04834754159e+004,
25,017,337300,25017337300,3373,Census Tract 3373,G5020,4032034.00000000,326954.00000000,+42.4609741,-071.1022801,46917203.46000000,1077.07080000,5259,2472,0102314,106743,0003404,0106743,4.35876822791e+006,1.09157984403e+004,
25,017,337102,25017337102,3371.02,Census Tract 3371.02,G5020,5499646.00000000,1286633.00000000,+42.4665747,-071.0880170,73042989.55000000,1676.83630000,5042,2033,0102301,106730,0003401,0106730,6.78594289868e+006,1.22281800214e+004,
25,017,337101,25017337101,3371.01,Census Tract 3371.01,G5020,1505377.00000000,16741.00000000,+42.4869089,-071.0811149,16383139.96000000,376.10510000,3095,1283,0102298,106727,0003400,0106727,1.52204960291e+006,5.15597122838e+003,
25,017,337202,25017337202,3372.02,Census Tract 3372.02,G5020,2942072.00000000,1574.00000000,+42.4908429,-071.1080038,31683611.48000000,727.35560000,4849,2140,0102309,106738,0003403,0106738,2.94351557795e+006,7.59198879634e+003,
25,017,357200,25017357200,3572,Census Tract 3572,G5020,1442680.00000000,50410.00000000,+42.3895237,-071.1650714,16070464.36000000,368.92710000,3202,1156,0102767,107196,0003500,0107196,1.49300096334e+006,5.31953467764e+003,
25,027,737300,25027737300,7373,Census Tract 7373,G5020,14135024.00000000,734932.00000000,+42.2132775,-071.7522671,160046984.62000000,3674.17320000,6398,2511,0190322,171867,0004159,0171867,1.48689108023e+007,1.74336769160e+004,
25,027,730700,25027730700,7307,Census Tract 7307,G5020,8482542.00000000,111549.00000000,+42.2827787,-071.8597373,92499343.86000000,2123.49270000,6803,2804,0190126,171671,0004113,0171671,8.59350463893e+006,1.33911021091e+004,
25,027,750200,25027750200,7502,Census Tract 7502,G5020,30517680.00000000,1284446.00000000,+42.1314820,-071.6534753,342290023.10000002,7857.89770000,6749,2594,0190454,172001,0004190,0172001,3.17999110266e+007,4.20571986196e+004,
25,027,749200,25027749200,7492,Census Tract 7492,G5020,9560525.00000000,341550.00000000,+42.0864766,-071.6358270,106577439.92000000,2446.68140000,5469,2414,0190447,171994,0004188,0171994,9.90140770668e+006,1.57338659376e+004,
25,017,310700,25017310700,3107,Census Tract 3107,G5020,885690.00000000,257800.00000000,+42.6437251,-071.3305279,12308250.20000000,282.55850000,4441,1628,0101839,106268,0003297,0106268,1.14347841843e+006,5.74401670069e+003,
25,017,311100,25017311100,3111,Census Tract 3111,G5020,425269.00000000,15962.00000000,+42.6424177,-071.3210298,4749292.99000000,109.02880000,2410,844,0101843,106272,0003298,0106272,4.41225522687e+005,2.90999200767e+003,
25,017,311200,25017311200,3112,Census Tract 3112,G5020,448584.00000000,11583.00000000,+42.6378194,-071.3242742,4953124.42000000,113.70810000,3267,1133,0101846,106275,0003299,0106275,4.60162155928e+005,3.24785371515e+003,
25,017,311300,25017311300,3113,Census Tract 3113,G5020,647034.00000000,0.00000000,+42.6370925,-071.3352753,6964474.11000000,159.88230000,4057,1407,0101849,106278,0003300,0106278,6.47023395053e+005,3.56801636245e+003,
25,017,311400,25017311400,3114,Census Tract 3114,G5020,2141404.00000000,266616.00000000,+42.6325157,-071.3519101,25919225.92000000,595.02360000,5986,2512,0101853,106282,0003301,0106282,2.40798452184e+006,7.42337653934e+003,
25,017,311500,25017311500,3115,Census Tract 3115,G5020,558368.00000000,0.00000000,+42.6305381,-071.3345645,6010125.75000000,137.97350000,2974,1092,0101858,106287,0003302,0106287,5.58361187452e+005,3.19322768053e+003,
25,017,311600,25017311600,3116,Census Tract 3116,G5020,3500822.00000000,37909.00000000,+42.6219571,-071.3324741,38089803.94000000,874.42160000,5295,1922,0101862,106291,0003303,0106291,3.53867271952e+006,1.01832504110e+004,
25,027,752100,25027752100,7521,Census Tract 7521,G5020,94282105.00000000,3846212.00000000,+42.0530722,-071.7522414,1056172476.74000000,24246.38380000,8471,3293,0190468,172015,0004194,0172015,9.81220263370e+007,4.43228635439e+004,
25,027,715100,25027715100,7151,Census Tract 7151,G5020,51675247.00000000,348786.00000000,+42.4399368,-071.6018757,559949672.48000002,12854.67570000,4897,1738,0189991,171536,0004083,0171536,5.20212351264e+007,2.87691132422e+004,
25,027,737200,25027737200,7372,Census Tract 7372,G5020,1478982.00000000,42541.00000000,+42.1915995,-071.7586119,16376337.89000000,375.94900000,1747,931,0190319,171864,0004158,0171864,1.52141767665e+006,6.91636291875e+003,
25,017,383102,25017383102,3831.02,Census Tract 3831.02,G5020,1179129.00000000,1763.00000000,+42.2751063,-071.3985938,12710084.80000000,291.78340000,4923,1834,0103145,107574,0003581,0107574,1.18081019486e+006,5.48078207397e+003,
25,017,382602,25017382602,3826.02,Census Tract 3826.02,G5020,4161036.00000000,13877.00000000,+42.2901381,-071.3810620,44935124.25000000,1031.56850000,4159,1838,0103137,107566,0003579,0107566,4.17462633433e+006,8.62887031449e+003,
25,017,382601,25017382601,3826.01,Census Tract 3826.01,G5020,1853343.00000000,15592.00000000,+42.2769747,-071.3870512,20115549.41000000,461.78950000,4269,2295,0103133,107562,0003578,0107562,1.86880320056e+006,5.57507344740e+003,
25,017,366202,25017366202,3662.02,Census Tract 3662.02,G5020,19035394.00000000,800668.00000000,+42.3436865,-071.3811860,213498977.06999999,4901.26210000,4699,1904,0102914,107343,0003533,0107343,1.98347833161e+007,2.38319219277e+004,
25,017,357100,25017357100,3571,Census Tract 3571,G5020,1810441.00000000,81196.00000000,+42.4010318,-071.1665482,20360149.53000000,467.40470000,4185,1721,0102762,107191,0003499,0107191,1.89152732960e+006,6.55260961575e+003,
25,017,358100,25017358100,3581,Census Tract 3581,G5020,5455770.00000000,44636.00000000,+42.4265458,-071.2064063,59202365.93000000,1359.09930000,5105,1885,0102797,107226,0003507,0107226,5.50010179615e+006,1.03182101246e+004,
25,017,356602,25017356602,3566.02,Census Tract 3566.02,G5020,1251595.00000000,0.00000000,+42.4194076,-071.1817605,13471233.97000000,309.25700000,4169,1752,0102742,107171,0003496,0107171,1.25152359003e+006,4.80296155784e+003,
25,017,356500,25017356500,3565,Census Tract 3565,G5020,2263365.00000000,43442.00000000,+42.4242961,-071.1853749,24828766.89000000,569.99010000,6580,2950,0102730,107159,0003494,0107159,2.30667711977e+006,9.42090903909e+003,
